title,link,description
Deep Autoencoder-based Fuzzy C-Means for Topic Detection. (arXiv:2102.02636v1 [cs.IR]),http://arxiv.org/abs/2102.02636,"<p>Topic detection is a process for determining topics from a collection of
textual data. One of the topic detection methods is a clustering-based method,
which assumes that the centroids are topics. The clustering method has the
advantage that it can process data with negative representations. Therefore,
the clustering method allows a combination with a broader representation
learning method. In this paper, we adopt deep learning for topic detection by
using a deep autoencoder and fuzzy c-means called deep autoencoder-based fuzzy
c-means (DFCM). The encoder of the autoencoder performs a lower-dimensional
representation learning. Fuzzy c-means groups the lower-dimensional
representation to identify the centroids. The autoencoder's decoder transforms
back the centroids into the original representation to be interpreted as the
topics. Our simulation shows that DFCM improves the coherence score of
eigenspace-based fuzzy c-means (EFCM) and is comparable to the leading standard
methods, i.e., nonnegative matrix factorization (NMF) or latent Dirichlet
allocation (LDA).
</p>
"
Big Data Analytics Applying the Fusion Approach of Multicriteria Decision Making with Deep Learning Algorithms. (arXiv:2102.02637v1 [cs.LG]),http://arxiv.org/abs/2102.02637,"<p>Data is evolving with the rapid progress of population and communication for
various types of devices such as networks, cloud computing, Internet of Things
(IoT), actuators, and sensors. The increment of data and communication content
goes with the equivalence of velocity, speed, size, and value to provide the
useful and meaningful knowledge that helps to solve the future challenging
tasks and latest issues. Besides, multicriteria based decision making is one of
the key issues to solve for various issues related to the alternative effects
in big data analysis. It tends to find a solution based on the latest machine
learning techniques that include algorithms like decision making and deep
learning mechanism based on multicriteria in providing insights to big data. On
the other hand, the derivations are made for it to go with the approximations
to increase the duality of runtime and improve the entire system's potentiality
and efficacy. In essence, several fields, including business, agriculture,
information technology, and computer science, use deep learning and
multicriteria-based decision-making problems. This paper aims to provide
various applications that involve the concepts of deep learning techniques and
exploiting the multicriteria approaches for issues that are facing in big data
analytics by proposing new studies with the fusion approaches of data-driven
techniques.
</p>
"
Autodidactic Neurosurgeon: Collaborative Deep Inference for Mobile Edge Intelligence via Online Learning. (arXiv:2102.02638v1 [cs.LG]),http://arxiv.org/abs/2102.02638,"<p>Recent breakthroughs in deep learning (DL) have led to the emergence of many
intelligent mobile applications and services, but in the meanwhile also pose
unprecedented computing challenges on resource-constrained mobile devices. This
paper builds a collaborative deep inference system between a
resource-constrained mobile device and a powerful edge server, aiming at
joining the power of both on-device processing and computation offloading. The
basic idea of this system is to partition a deep neural network (DNN) into a
front-end part running on the mobile device and a back-end part running on the
edge server, with the key challenge being how to locate the optimal partition
point to minimize the end-to-end inference delay. Unlike existing efforts on
DNN partitioning that rely heavily on a dedicated offline profiling stage to
search for the optimal partition point, our system has a built-in online
learning module, called Autodidactic Neurosurgeon (ANS), to automatically learn
the optimal partition point on-the-fly. Therefore, ANS is able to closely
follow the changes of the system environment by generating new knowledge for
adaptive decision making. The core of ANS is a novel contextual bandit learning
algorithm, called $\mu$LinUCB, which not only has provable theoretical learning
performance guarantee but also is ultra-lightweight for easy real-world
implementation. We implement our system on a video stream object detection
testbed to validate the design of ANS and evaluate its performance. The
experiments show that ANS significantly outperforms state-of-the-art benchmarks
in terms of tracking system changes and reducing the end-to-end inference
delay.
</p>
"
Improving Reinforcement Learning with Human Assistance: An Argument for Human Subject Studies with HIPPO Gym. (arXiv:2102.02639v1 [cs.LG]),http://arxiv.org/abs/2102.02639,"<p>Reinforcement learning (RL) is a popular machine learning paradigm for game
playing, robotics control, and other sequential decision tasks. However, RL
agents often have long learning times with high data requirements because they
begin by acting randomly. In order to better learn in complex tasks, this
article argues that an external teacher can often significantly help the RL
agent learn.
</p>
<p>OpenAI Gym is a common framework for RL research, including a large number of
standard environments and agents, making RL research significantly more
accessible. This article introduces our new open-source RL framework, the Human
Input Parsing Platform for Openai Gym (HIPPO Gym), and the design decisions
that went into its creation. The goal of this platform is to facilitate
human-RL research, again lowering the bar so that more researchers can quickly
investigate different ways that human teachers could assist RL agents,
including learning from demonstrations, learning from feedback, or curriculum
learning.
</p>
"
Low Bit-Rate Wideband Speech Coding: A Deep Generative Model based Approach. (arXiv:2102.02640v1 [cs.SD]),http://arxiv.org/abs/2102.02640,"<p>Traditional low bit-rate speech coding approach only handles narrowband
speech at 8kHz, which limits further improvements in speech quality. Motivated
by recent successful exploration of deep learning methods for image and speech
compression, this paper presents a new approach through vector quantization
(VQ) of mel-frequency cepstral coefficients (MFCCs) and using a deep generative
model called WaveGlow to provide efficient and high-quality speech coding. The
coding feature is sorely an 80-dimension MFCCs vector for 16kHz wideband
speech, then speech coding at the bit-rate throughout 1000-2000 bit/s could be
scalably implemented by applying different VQ schemes for MFCCs vector. This
new deep generative network based codec works fast as the WaveGlow model
abandons the sample-by-sample autoregressive mechanism. We evaluated this new
approach over the multi-speaker TIMIT corpus, and experimental results
demonstrate that it provides better speech quality compared with the
state-of-the-art classic MELPe codec at lower bit-rate.
</p>
"
Asymptotically Exact and Fast Gaussian Copula Models for Imputation of Mixed Data Types. (arXiv:2102.02642v1 [stat.ML]),http://arxiv.org/abs/2102.02642,"<p>Missing values with mixed data types is a common problem in a large number of
machine learning applications such as processing of surveys and in different
medical applications. Recently, Gaussian copula models have been suggested as a
means of performing imputation of missing values using a probabilistic
framework. While the present Gaussian copula models have shown to yield state
of the art performance, they have two limitations: they are based on an
approximation that is fast but may be imprecise and they do not support
unordered multinomial variables. We address the first limitation using direct
and arbitrarily precise approximations both for model estimation and imputation
by using randomized quasi-Monte Carlo procedures. The method we provide has
lower errors for the estimated model parameters and the imputed values,
compared to previously proposed methods. We also extend the previous Gaussian
copula models to include unordered multinomial variables in addition to the
present support of ordinal, binary, and continuous variables.
</p>
"
Pick the Right Edge Device: Towards Power and Performance Estimation of CUDA-based CNNs on GPGPUs. (arXiv:2102.02645v1 [cs.LG]),http://arxiv.org/abs/2102.02645,"<p>The emergence of Machine Learning (ML) as a powerful technique has been
helping nearly all fields of business to increase operational efficiency or to
develop new value propositions. Besides the challenges of deploying and
maintaining ML models, picking the right edge device (e.g., GPGPUs) to run
these models (e.g., CNN with the massive computational process) is one of the
most pressing challenges faced by organizations today. As the cost of renting
(on Cloud) or purchasing an edge device is directly connected to the cost of
final products or services, choosing the most efficient device is essential.
However, this decision making requires deep knowledge about performance and
power consumption of the ML models running on edge devices that must be
identified at the early stage of ML workflow.
</p>
<p>In this paper, we present a novel ML-based approach that provides ML
engineers with the early estimation of both power consumption and performance
of CUDA-based CNNs on GPGPUs. The proposed approach empowers ML engineers to
pick the most efficient GPGPU for a given CNN model at the early stage of
development.
</p>
"
Towards a reinforcement learning de novo genome assembler. (arXiv:2102.02649v1 [q-bio.GN]),http://arxiv.org/abs/2102.02649,"<p>The use of reinforcement learning has proven to be very promising for solving
complex activities without human supervision during their learning process.
However, their successful applications are predominantly focused on fictional
and entertainment problems - such as games. Based on the above, this work aims
to shed light on the application of reinforcement learning to solve this
relevant real-world problem, the genome assembly. By expanding the only
approach found in the literature that addresses this problem, we carefully
explored the aspects of intelligent agent learning, performed by the Q-learning
algorithm, to understand its suitability to be applied in scenarios whose
characteristics are more similar to those faced by real genome projects. The
improvements proposed here include changing the previously proposed reward
system and including state space exploration optimization strategies based on
dynamic pruning and mutual collaboration with evolutionary computing. These
investigations were tried on 23 new environments with larger inputs than those
used previously. All these environments are freely available on the internet
for the evolution of this research by the scientific community. The results
suggest consistent performance progress using the proposed improvements,
however, they also demonstrate the limitations of them, especially related to
the high dimensionality of state and action spaces. We also present, later, the
paths that can be traced to tackle genome assembly efficiently in real
scenarios considering recent, successfully reinforcement learning applications
- including deep reinforcement learning - from other domains dealing with
high-dimensional inputs.
</p>
"
Triadic Exploration and Exploration with Multiple Experts. (arXiv:2102.02654v1 [cs.AI]),http://arxiv.org/abs/2102.02654,"<p>Formal Concept Analysis (FCA) provides a method called attribute exploration
which helps a domain expert discover structural dependencies in knowledge
domains that can be represented by a formal context (a cross table of objects
and attributes). Triadic Concept Analysis is an extension of FCA that
incorporates the notion of conditions. Many extensions and variants of
attribute exploration have been studied but only few attempts at incorporating
multiple experts have been made. In this paper we present triadic exploration
based on Triadic Concept Analysis to explore conditional attribute implications
in a triadic domain. We then adapt this approach to formulate attribute
exploration with multiple experts that have different views on a domain.
</p>
"
An Evaluation of Cryptocurrency Payment Channel Networks and Their Privacy Implications. (arXiv:2102.02659v1 [cs.CR]),http://arxiv.org/abs/2102.02659,"<p>Cryptocurrencies redefined how money can be stored and transferred among
users. However, independent of the amount being sent, public blockchain-based
cryptocurrencies suffer from high transaction waiting times and fees. These
drawbacks hinder the wide use of cryptocurrencies by masses. To address these
challenges, payment channel network concept is touted as the most viable
solution to be used for micro-payments. The idea is exchanging the ownership of
money by keeping the state of the accounts locally. The users inform the
blockchain rarely, which decreases the load on the blockchain. Specifically,
payment channel networks can provide transaction approvals in seconds by
charging a nominal fee proportional to the payment amount. Such attraction on
payment channel networks inspired many recent studies which focus on how to
design them and allocate channels such that the transactions will be secure and
efficient. However, as payment channel networks are emerging and reaching large
number of users, privacy issues are becoming more relevant that raise concerns
about exposing not only individual habits but also businesses' revenues. In
this paper, we first propose a categorization of the existing payment networks
formed on top of blockchain-backed cryptocurrencies. After discussing several
emerging attacks on user/business privacy in these payment channel networks, we
qualitatively evaluate them based on a number of privacy metrics that relate to
our case. Based on the discussions on the strengths and weaknesses of the
approaches, we offer possible directions for research for the future of privacy
based payment channel networks.
</p>
"
No-reference denoising of low-dose CT projections. (arXiv:2102.02662v1 [eess.IV]),http://arxiv.org/abs/2102.02662,"<p>Low-dose computed tomography (LDCT) became a clear trend in radiology with an
aspiration to refrain from delivering excessive X-ray radiation to the
patients. The reduction of the radiation dose decreases the risks to the
patients but raises the noise level, affecting the quality of the images and
their ultimate diagnostic value. One mitigation option is to consider pairs of
low-dose and high-dose CT projections to train a denoising model using deep
learning algorithms; however, such pairs are rarely available in practice. In
this paper, we present a new self-supervised method for CT denoising. Unlike
existing self-supervised approaches, the proposed method requires only noisy CT
projections and exploits the connections between adjacent images. The
experiments carried out on an LDCT dataset demonstrate that our method is
almost as accurate as the supervised approach, while also outperforming the
considered self-supervised denoising methods.
</p>
"
Digital twins based on bidirectional LSTM and GAN for modelling COVID-19. (arXiv:2102.02664v1 [cs.LG]),http://arxiv.org/abs/2102.02664,"<p>The outbreak of the coronavirus disease 2019 (COVID-19) has now spread
throughout the globe infecting over 100 million people and causing the death of
over 2.2 million people. Thus, there is an urgent need to study the dynamics of
epidemiological models to gain a better understanding of how such diseases
spread. While epidemiological models can be computationally expensive, recent
advances in machine learning techniques have given rise to neural networks with
the ability to learn and predict complex dynamics at reduced computational
costs. Here we introduce two digital twins of a SEIRS model applied to an
idealised town. The SEIRS model has been modified to take account of spatial
variation and, where possible, the model parameters are based on official virus
spreading data from the UK. We compare predictions from a data-corrected
Bidirectional Long Short-Term Memory network and a predictive Generative
Adversarial Network. The predictions given by these two frameworks are accurate
when compared to the original SEIRS model data. Additionally, these frameworks
are data-agnostic and could be applied to towns, idealised or real, in the UK
or in other countries. Also, more compartments could be included in the SEIRS
model, in order to study more realistic epidemiological behaviour.
</p>
"
Hybrid consistency and plausibility verification of product data according to FIC. (arXiv:2102.02665v1 [cs.LG]),http://arxiv.org/abs/2102.02665,"<p>The labelling of food products in the EU is regulated by the Food Information
of Customers (FIC). Companies are required to provide the corresponding
information regarding nutrients and allergens among others. With the rise of
e-commerce more and more food products are sold online. There are often errors
in the online product descriptions regarding the FIC-relevant information due
to low data quality in the vendors' product data base. In this paper we propose
a hybrid approach of both rule-based and machine learning to verify nutrient
declaration and allergen labelling according to FIC requirements. Special focus
is given to the problem of false negatives in allergen prediction since this
poses a significant health risk to customers. Results show that a neural net
trained on a subset of the ingredients of a product is capable of predicting
the allergens contained with a high reliability.
</p>
"
The Wisdom of the Crowd and Higher-Order Beliefs. (arXiv:2102.02666v1 [econ.TH]),http://arxiv.org/abs/2102.02666,"<p>The classic wisdom-of-the-crowd problem asks how a principal can ""aggregate""
information about the unknown state of the world from agents without
understanding the information structure among them. We propose a new simple
procedure ""\emph{population mean based aggregation}"" to achieve this goal. It
only requires eliciting agents' beliefs about the state, and also eliciting
some agents' expectations of the average belief in the population. We show that
this procedure fully aggregates information: in an infinite population, it
always infers the true state of the world. The procedure can accommodate
correlation in agents' information, misspecified beliefs, any finite number of
possible states of the world, and only requires very weak assumptions on the
information structure.
</p>
"
Disease Prediction with a Maximum Entropy Method. (arXiv:2102.02668v1 [cs.LG]),http://arxiv.org/abs/2102.02668,"<p>In this paper, we propose a maximum entropy method for predicting disease
risks. It is based on a patient's medical history with diseases coded in ICD-10
which can be used in various cases. The complete algorithm with strict
mathematical derivation is given. We also present experimental results on a
medical dataset, demonstrating that our method performs well in predicting
future disease risks and achieves an accuracy rate twice that of the
traditional method. We also perform a comorbidity analysis to reveal the
intrinsic relation of diseases.
</p>
"
OmiEmbed: reconstruct comprehensive phenotypic information from multi-omics data using multi-task deep learning. (arXiv:2102.02669v1 [q-bio.GN]),http://arxiv.org/abs/2102.02669,"<p>High-dimensional omics data contains intrinsic biomedical information that is
crucial for personalised medicine. Nevertheless, it is challenging to capture
them from the genome-wide data due to the large number of molecular features
and small number of available samples, which is also called ""the curse of
dimensionality"" in machine learning. To tackle this problem and pave the way
for machine learning aided precision medicine, we proposed a unified multi-task
deep learning framework called OmiEmbed to capture a holistic and relatively
precise profile of phenotype from high-dimensional omics data. The deep
embedding module of OmiEmbed learnt an omics embedding that mapped multiple
omics data types into a latent space with lower dimensionality. Based on the
new representation of multi-omics data, different downstream networks of
OmiEmbed were trained together with the multi-task strategy to predict the
comprehensive phenotype profile of each sample. We trained the model on two
publicly available omics datasets to evaluate the performance of OmiEmbed. The
OmiEmbed model achieved promising results for multiple downstream tasks
including dimensionality reduction, tumour type classification, multi-omics
integration, demographic and clinical feature reconstruction, and survival
prediction. Instead of training and applying different downstream networks
separately, the multi-task strategy combined them together and conducted
multiple tasks simultaneously and efficiently. The model achieved better
performance with the multi-task strategy comparing to training them
individually. OmiEmbed is a powerful tool to accurately capture comprehensive
phenotypic information from high-dimensional omics data and has a great
potential to facilitate more accurate and personalised clinical decision
making.
</p>
"
Multimodal-Aware Weakly Supervised Metric Learning with Self-weighting Triplet Loss. (arXiv:2102.02670v1 [cs.LG]),http://arxiv.org/abs/2102.02670,"<p>In recent years, we have witnessed a surge of interests in learning a
suitable distance metric from weakly supervised data. Most existing methods aim
to pull all the similar samples closer while push the dissimilar ones as far as
possible. However, when some classes of the dataset exhibit multimodal
distribution, these goals conflict and thus can hardly be concurrently
satisfied. Additionally, to ensure a valid metric, many methods require a
repeated eigenvalue decomposition process, which is expensive and numerically
unstable. Therefore, how to learn an appropriate distance metric from weakly
supervised data remains an open but challenging problem. To address this issue,
in this paper, we propose a novel weakly supervised metric learning algorithm,
named MultimoDal Aware weakly supervised Metric Learning (MDaML). MDaML
partitions the data space into several clusters and allocates the local cluster
centers and weight for each sample. Then, combining it with the weighted
triplet loss can further enhance the local separability, which encourages the
local dissimilar samples to keep a large distance from the local similar
samples. Meanwhile, MDaML casts the metric learning problem into an
unconstrained optimization on the SPD manifold, which can be efficiently solved
by Riemannian Conjugate Gradient Descent (RCGD). Extensive experiments
conducted on 13 datasets validate the superiority of the proposed MDaML.
</p>
"
Directive Explanations for Actionable Explainability in Machine Learning Applications. (arXiv:2102.02671v1 [cs.LG]),http://arxiv.org/abs/2102.02671,"<p>This paper investigates the prospects of using directive explanations to
assist people in achieving recourse of machine learning decisions. Directive
explanations list which specific actions an individual needs to take to achieve
their desired outcome. If a machine learning model makes a decision that is
detrimental to an individual (e.g. denying a loan application), then it needs
to both explain why it made that decision and also explain how the individual
could obtain their desired outcome (if possible). At present, this is often
done using counterfactual explanations, but such explanations generally do not
tell individuals how to act. We assert that counterfactual explanations can be
improved by explicitly providing people with actions they could use to achieve
their desired goal. This paper makes two contributions. First, we present the
results of an online study investigating people's perception of directive
explanations. Second, we propose a conceptual model to generate such
explanations. Our online study showed a significant preference for directive
explanations ($p&lt;0.001$). However, the participants' preferred explanation type
was affected by multiple factors, such as individual preferences, social
factors, and the feasibility of the directives. Our findings highlight the need
for a human-centred and context-specific approach for creating directive
explanations.
</p>
"
DNN Based Beam Selection in mmW Heterogeneous Networks. (arXiv:2102.02672v1 [cs.NI]),http://arxiv.org/abs/2102.02672,"<p>We consider a heterogeneous cellular network wherein multiple small cell
millimeter wave (mmW) base stations (BSs) coexist with legacy sub-6GHz macro
BSs. In the mmW band, small cells use multiple narrow beams to ensure
sufficient coverage and User Equipments (UEs) have to select the best small
cell and the best beam in order to access the network. This process usually
based on exhaustive search may introduce unacceptable latency. In order to
address this issue, we rely on the sub-6GHz macro BS support and propose a deep
neural network (DNN) architecture that utilizes basic components from the
Channel State Information (CSI) of sub-6GHz network as input features. The
output of the DNN is the mmW BS and beam selection that can provide the best
communication performance. In the set of features, we avoid using the UE
location, which may not be readily available for every device. We formulate a
mmW BS selection and beam selection problem as a classification and regression
problem respectively and propose a joint solution using a branched neural
network. The numerical comparison with the conventional exhaustive search
results shows that the proposed design demonstrate better performance than
exhaustive search in terms of latency with at least 85\% accuracy.
</p>
"
Continuous Random Variable Estimation is not Optimal for the Witsenhausen Counterexample. (arXiv:2102.02673v1 [cs.IT]),http://arxiv.org/abs/2102.02673,"<p>Optimal design of distributed decision policies can be a difficult task,
illustrated by the famous Witsenhausen counterexample. In this paper we
characterize the optimal control designs for the vector-valued setting assuming
that it results in an internal state that can be described by a continuous
random variable which has a probability density function. More specifically, we
provide a genie-aided outer bound that relies on our previous results for
empirical coordination problems. This solution turns out to be not optimal in
general, since it consists of a time-sharing strategy between two linear
schemes of specific power. It follows that the optimal decision strategy for
the original scalar Witsenhausen problem must lead to an internal state that
cannot be described by a continuous random variable which has a probability
density function.
</p>
"
Observability of the relative motion from inertial data in kinematic chains. (arXiv:2102.02675v1 [eess.SY]),http://arxiv.org/abs/2102.02675,"<p>In recent years, it has been shown that the motion of kinematic chains can be
estimated using measurements from inertial sensors placed on segments connected
by rotational joints. These methods specifically avoid using magnetometer
measurements, which are known to cause issues since the magnetic field at the
different sensor locations is typically different. They rely on the assumption
that the motion of the kinematic chain is sufficiently rich to assure / yield
observability of the relative pose. However, a formal investigation of this
crucial requirement has not yet been presented and no specific conditions for
observability have so far been given. In this work, we present an observability
analysis and show that the relative pose of the body segments is indeed
observable under a very mild condition on the motion. We support these results
by a simulation study, in which we also show the effect of stationary periods
in the data and of the amount of excitation on the accuracy of the estimates.
We use experimental data from a human gait experiment to show that the
excitation level is sufficient for obtaining accurate estimates even when the
subject remains stationary for a period of 47 seconds halfway during the
experiment.
</p>
"
Certifying Differential Equation Solutions from Computer Algebra Systems in Isabelle/HOL. (arXiv:2102.02679v1 [cs.LO]),http://arxiv.org/abs/2102.02679,"<p>The Isabelle/HOL proof assistant has a powerful library for continuous
analysis, which provides the foundation for verification of hybrid systems.
However, Isabelle lacks automated proof support for continuous artifacts, which
means that verification is often manual. In contrast, Computer Algebra Systems
(CAS), such as Mathematica and SageMath, contain a wealth of efficient
algorithms for matrices, differential equations, and other related artifacts.
Nevertheless, these algorithms are not verified, and thus their outputs cannot,
of themselves, be trusted for use in a safety critical system. In this paper we
integrate two CAS systems into Isabelle, with the aim of certifying symbolic
solutions to ordinary differential equations. This supports a verification
technique that is both automated and trustworthy.
</p>
"
Hierarchical Multi-head Attentive Network for Evidence-aware Fake News Detection. (arXiv:2102.02680v1 [cs.AI]),http://arxiv.org/abs/2102.02680,"<p>The widespread of fake news and misinformation in various domains ranging
from politics, economics to public health has posed an urgent need to
automatically fact-check information. A recent trend in fake news detection is
to utilize evidence from external sources. However, existing evidence-aware
fake news detection methods focused on either only word-level attention or
evidence-level attention, which may result in suboptimal performance. In this
paper, we propose a Hierarchical Multi-head Attentive Network to fact-check
textual claims. Our model jointly combines multi-head word-level attention and
multi-head document-level attention, which aid explanation in both word-level
and evidence-level. Experiments on two real-word datasets show that our model
outperforms seven state-of-the-art baselines. Improvements over baselines are
from 6\% to 18\%. Our source code and datasets are released at
\texttt{\url{https://github.com/nguyenvo09/EACL2021}}.
</p>
"
Force-Directed Layout of Order Diagrams using Dimensional Reduction. (arXiv:2102.02684v1 [cs.CG]),http://arxiv.org/abs/2102.02684,"<p>Order diagrams allow human analysts to understand and analyze structural
properties of ordered data. While an experienced expert can create easily
readable order diagrams, the automatic generation of those remains a hard task.
In this work, we adapt force-directed approaches, which are known to generate
aesthetically-pleasing drawings of graphs, to the realm of order diagrams. Our
algorithm ReDraw thereby embeds the order in a high dimension and then
iteratively reduces the dimension until a two-dimensional drawing is achieved.
To improve aesthetics, this reduction is equipped with two force-directed steps
where one optimizes on distances of nodes and the other on distances of lines
in order to satisfy a set of a priori fixed conditions. By respecting an
invariant about the vertical position of the elements in each step of our
algorithm we ensure that the resulting drawings satisfy all necessary
properties of order diagrams. Finally, we present the results of a user study
to demonstrate that our algorithm outperforms comparable approaches on drawings
of lattices with a high degree of distributivity.
</p>
"
Impossibility of Partial Recovery in the Graph Alignment Problem. (arXiv:2102.02685v1 [stat.ML]),http://arxiv.org/abs/2102.02685,"<p>Random graph alignment refers to recovering the underlying vertex
correspondence between two random graphs with correlated edges. This can be
viewed as an average-case and noisy version of the well-known NP-hard graph
isomorphism problem. For the correlated Erd\""os-R\'enyi model, we prove an
impossibility result for partial recovery in the sparse regime, with constant
average degree and correlation, as well as a general bound on the maximal
reachable overlap. Our bound is tight in the noiseless case (the graph
isomorphism problem) and we conjecture that it is still tight with noise. Our
proof technique relies on a careful application of the probabilistic method to
build automorphisms between tree components of a subcritical Erd\""os-R\'enyi
graph.
</p>
"
TricycleGAN: Unsupervised Image Synthesis and Segmentation Based on Shape Priors. (arXiv:2102.02690v1 [eess.IV]),http://arxiv.org/abs/2102.02690,"<p>Medical image segmentation is routinely performed to isolate regions of
interest, such as organs and lesions. Currently, deep learning is the state of
the art for automatic segmentation, but is usually limited by the need for
supervised training with large datasets that have been manually segmented by
trained clinicians. The goal of semi-superised and unsupervised image
segmentation is to greatly reduce, or even eliminate, the need for training
data and therefore to minimze the burden on clinicians when training
segmentation models. To this end we introduce a novel network architecture for
capable of unsupervised and semi-supervised image segmentation called
TricycleGAN. This approach uses three generative models to learn translations
between medical images and segmentation maps using edge maps as an intermediate
step. Distinct from other approaches based on generative networks, TricycleGAN
relies on shape priors rather than colour and texture priors. As such, it is
particularly well-suited for several domains of medical imaging, such as
ultrasound imaging, where commonly used visual cues may be absent. We present
experiments with TricycleGAN on a clinical dataset of kidney ultrasound images
and the benchmark ISIC 2018 skin lesion dataset.
</p>
"
"HMC, an Algorithms in Data Mining, the Functional Analysis approach. (arXiv:2102.02691v1 [stat.CO])",http://arxiv.org/abs/2102.02691,"<p>The main purpose of this paper is to facilitate the communication between the
Analytic, Probabilistic and Algorithmic communities.
</p>
<p>We present a proof of convergence of the Hamiltonian (Hybrid) Monte Carlo
algorithm from the point of view of the
</p>
<p>Dynamical Systems, where the evolving objects are densities of probability
distributions and the tool are derived from the Functional Analysis.
</p>
"
Invertible DenseNets with Concatenated LipSwish. (arXiv:2102.02694v1 [stat.ML]),http://arxiv.org/abs/2102.02694,"<p>We introduce Invertible Dense Networks (i-DenseNets), a more parameter
efficient alternative to Residual Flows. The method relies on an analysis of
the Lipschitz continuity of the concatenation in DenseNets, where we enforce
invertibility of the network by satisfying the Lipschitz constant. We extend
this method by proposing a learnable concatenation, which not only improves the
model performance but also indicates the importance of the concatenated
representation. Additionally, we introduce the Concatenated LipSwish as
activation function, for which we show how to enforce the Lipschitz condition
and which boosts performance. The new architecture, i-DenseNet, out-performs
Residual Flow and other flow-based models on density estimation evaluated in
bits per dimension, where we utilize an equal parameter budget. Moreover, we
show that the proposed model out-performs Residual Flows when trained as a
hybrid model where the model is both a generative and a discriminative model.
</p>
"
Active Boundary Loss for Semantic Segmentation. (arXiv:2102.02696v1 [cs.CV]),http://arxiv.org/abs/2102.02696,"<p>This paper proposes a novel active boundary loss for semantic segmentation.
It can progressively encourage the alignment between predicted boundaries and
ground-truth boundaries during end-to-end training, which is not explicitly
enforced in commonly used cross-entropy loss. Based on the predicted boundaries
detected from the segmentation results using current network parameters, we
formulate the boundary alignment problem as a differentiable direction vector
prediction problem to guide the movement of predicted boundaries in each
iteration. Our loss is model-agnostic and can be plugged into the training of
segmentation networks to improve the boundary details. Experimental results
show that training with the active boundary loss can effectively improve the
boundary F-score and mean Intersection-over-Union on challenging image and
video object segmentation datasets.
</p>
"
Additive Average Schwarz Method for Elliptic Mortar Finite Element Problems with Highly Heterogeneous Coefficients. (arXiv:2102.02700v1 [math.NA]),http://arxiv.org/abs/2102.02700,"<p>In this paper, we extend the additive average Schwarz method to solve second
order elliptic boundary value problems with heterogeneous coefficients inside
the subdomains and across subdomain interfaces by the mortar technique, where
the mortar finite element discretization is on nonmatching meshes. In this
two-level method, we enrich the coarse space in two different ways, i.e., by
adding eigenfunctions of two variants of the generalized eigenvalue problems.
We prove that the condition number for the system of algebraic equations
resulting from the extended additive average Schwarz method, corresponding to
both coarse spaces, is of the order O(H/h) and independent of jumps of the
coefficients, where H and h are the mesh parameters.
</p>
"
EFloat: Entropy-coded Floating Point Format for Deep Learning. (arXiv:2102.02705v1 [cs.LG]),http://arxiv.org/abs/2102.02705,"<p>We describe the EFloat floating-point number format with 4 to 6 additional
bits of precision and a wider exponent range than the existing floating point
(FP) formats of any width including FP32, BFloat16, IEEE-Half precision,
DLFloat, TensorFloat, and 8-bit floats. In a large class of deep learning
models we observe that FP exponent values tend to cluster around few unique
values which presents entropy encoding opportunities. The EFloat format encodes
frequent exponent values and signs with Huffman codes to minimize the average
exponent field width. Saved bits then become available to the mantissa
increasing the EFloat numeric precision on average by 4 to 6 bits compared to
other FP formats of equal width. The proposed encoding concept may be
beneficial to low-precision formats including 8-bit floats. Training deep
learning models with low precision arithmetic is challenging. EFloat, with its
increased precision may provide an opportunity for those tasks as well. We
currently use the EFloat format for compressing and saving memory used in large
NLP deep learning models. A potential hardware implementation for improving
PCIe and memory bandwidth limitations of AI accelerators is also discussed.
</p>
"
ProxyFAUG: Proximity-based Fingerprint Augmentation. (arXiv:2102.02706v1 [cs.CV]),http://arxiv.org/abs/2102.02706,"<p>The proliferation of data-demanding machine learning methods has brought to
light the necessity for methodologies which can enlarge the size of training
datasets, with simple, rule-based methods. In-line with this concept, the
fingerprint augmentation scheme proposed in this work aims to augment
fingerprint datasets which are used to train positioning models. The proposed
method utilizes fingerprints which are recorded in spacial proximity, in order
to perform fingerprint augmentation, creating new fingerprints which combine
the features of the original ones. The proposed method of composing the new,
augmented fingerprints is inspired by the crossover and mutation operators of
genetic algorithms. The ProxyFAUG method aims to improve the achievable
positioning accuracy of fingerprint datasets, by introducing a rule-based,
stochastic, proximity-based method of fingerprint augmentation. The performance
of ProxyFAUG is evaluated in an outdoor Sigfox setting using a public dataset.
The best performing published positioning method on this dataset is improved by
40% in terms of median error and 6% in terms of mean error, with the use of the
augmented dataset. The analysis of the results indicate a systematic and
significant performance improvement at the lower error quartiles, as indicated
by the impressive improvement of the median error.
</p>
"
